title,authors,publication_year,doi,abstract,cited_by_count,source_name,openalex_id,landing_page_url,keyword,retrieved_at,relevance_score,impact_score,recency_score,completeness_score,preliminary_score
The quest for stellar coronal mass ejections in late-type stars,K. Vida; M. Leitzinger; L. Kriskovics; B. Seli; P. Odert; Orsolya E. Kovács; H. Korhonen; L. van Driel‐Gesztelyi,2019,10.1051/0004-6361/201834264,"Context. Flares and coronal mass ejections (CMEs) can have deleterious effects on their surroundings: they can erode or completely destroy atmospheres of orbiting planets over time and also have high importance in stellar evolution. Most of the CME detections in the literature are single events found serendipitously sparse for statistical investigation. Aims. We aimed to gather a large amount of spectral data of M-dwarfs to drastically increase the number of known events to make statistical analysis possible in order to study the properties of potential stellar CMEs. Methods. Using archival spectral data we investigated asymmetric features of Balmer-lines, which could indicate the Doppler-signature of ejected material. Results. Of more than 5500 spectra we find 478 that have line asymmetries – including nine larger events, in terms of velocity and mass – on 25 objects, with 1.2–19.6 events per day on objects with line asymmetries. Most events are connected with enhanced peaks of Balmer-lines, indicating that these are connected to flares similar to solar events. In most cases the detected speed does not reach surface escape velocity: the typical observed maximum velocities are on the order of 100–300 km s −1 , while the typical masses of the ejecta were on the order of 10 15 −10 18 g. Statistical analysis of the events suggests that these events are more frequent on cooler stars with stronger chromospheric activity. Conclusions. If the detected events correspond to CMEs, the detected maximum velocities are lower than those observed on the Sun, while event rates were somewhat lower than we could expect from the solar case. If the velocities are not distorted significantly due to a projection effect, these findings may support the idea that most of the coronal mass ejections could be suppressed by a strong magnetic field. Alternatively, it is possible that we can observe only an early low-coronal phase of the events before being accelerated at higher altitudes. Our findings could indicate that later-type, active dwarfs could be a safer environment for exoplanetary systems CME-wise than previously thought, and atmosphere loss due to radiation effects would play a stronger role in exoplanetary atmosphere evolution than CMEs.",110,Astronomy and Astrophysics,https://openalex.org/W4288485600,https://doi.org/10.1051/0004-6361/201834264,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.325,0.5629,0.3,1.0,0.4589
Automatic stellar spectra parameterisation in the IR Ca ii triplet region,G. Kordopatis; A. Recio–Blanco; P. de Laverny; A. Bijaoui; V. Hill; G. Gilmore; R. F. G. Wyse; C. Ordénovic,2011,10.1051/0004-6361/201117372,"Context. Galactic archaeology aims to determine the evolution of the Galaxy from the chemical and kinematical properties of its individual stars. This requires the analysis of data from large spectroscopic surveys, with sample sizes in tens of thousands at present, with millions of stars being reached in the near future. Such large samples require automated analysis techniques and classification algorithms to obtain robust estimates of the stellar parameter values. Several on-going and planned spectroscopic surveys have selected their wavelength region to contain the IR Ca ii triplet (~λλ 8500 Å) and the work presented in this paper focuses on the automatic analysis of such spectra.",83,Astronomy and Astrophysics,https://openalex.org/W2006997511,https://doi.org/10.1051/0004-6361/201117372,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.5,0.5296,0.0,1.0,0.4589
Atmospheric parameter measurement of Low-S/N stellar spectra based on deep learning,Minglei Wu; Pan Jingchang; Yi Zhenping; Kong Xiaoming; Yude Bu,2020,10.1016/j.ijleo.2020.165004,,7,Optik,https://openalex.org/W3034089264,https://doi.org/10.1016/j.ijleo.2020.165004,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.525,0.2485,0.4,0.8333,0.4479
Information-rich localization microscopy through machine learning,Taehwan Kim; Seonah Moon; Ke Xu,2019,10.1038/s41467-019-10036-z,"Recent years have witnessed the development of single-molecule localization microscopy as a generic tool for sampling diverse biologically relevant information at the super-resolution level. While current approaches often rely on the target-specific alteration of the point spread function to encode the multidimensional contents of single fluorophores, the details of the point spread function in an unmodified microscope already contain rich information. Here we introduce a data-driven approach in which artificial neural networks are trained to make a direct link between an experimental point spread function image and its underlying, multidimensional parameters, and compare results with alternative approaches based on maximum likelihood estimation. To demonstrate this concept in real systems, we decipher in fixed cells both the colors and the axial positions of single molecules in regular localization microscopy data.",55,Nature Communications,https://openalex.org/W2949389789,https://doi.org/10.1038/s41467-019-10036-z,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.35,0.4811,0.3,1.0,0.4443
Simultaneous calibration of spectro-photometric distances and the Gaia DR2 parallax zero-point offset with deep learning,Henry Leung; Jo Bovy,2019,10.1093/mnras/stz2245,"ABSTRACT Gaia measures the five astrometric parameters for stars in the Milky Way, but only four of them (positions and proper motion, but not distance) are well measured beyond a few kpc from the Sun. Modern spectroscopic surveys such as APOGEE cover a large area of the Milky Way disc and we can use the relation between spectra and luminosity to determine distances to stars beyond Gaia’s parallax reach. Here, we design a deep neural network trained on stars in common between Gaia and APOGEE that determines spectro-photometric distances to APOGEE stars, while including a flexible model to calibrate parallax zero-point biases in Gaia DR2. We determine the zero-point offset to be $-52.3 \pm 2.0\, \mu \mathrm{as}$ when modelling it as a global constant, but also train a multivariate zero-point offset model that depends on G, GBP − GRP colour, and Teff and that can be applied to all ≈58 million stars in Gaia DR2 within APOGEE’s colour–magnitude range and within APOGEE’s sky footprint. Our spectro-photometric distances are more precise than Gaia at distances ${\gtrsim} 2\, \mathrm{kpc}$ from the Sun. We release a catalogue of spectro-photometric distances for the entire APOGEE DR14 data set which covers Galactocentric radii $2\, \mathrm{kpc} \lesssim R \lesssim 19\, \mathrm{kpc}$; ${\approx} 150\, 000$ stars have ${\lt} 10{{\ \rm per\ cent}}$ uncertainty, making this a powerful sample to study the chemo-dynamical structure of the disc. We use this sample to map the mean [Fe/H] and 15 abundance ratios [X/Fe] from the Galactic Centre to the edge of the disc. Among many interesting trends, we find that the bulge and bar region at $R \lesssim 5\, \mathrm{kpc}$ clearly stands out in [Fe/H] and most abundance ratios.",169,Monthly Notices of the Royal Astronomical Society,https://openalex.org/W2916355868,https://doi.org/10.1093/mnras/stz2245,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.25,0.6138,0.3,1.0,0.4442
Inferring the star formation histories of massive quiescent galaxies with bagpipes: evidence for multiple quenching mechanisms,Adam C. Carnall; R. J. McLure; J. S. Dunlop; Romeel Davé,2018,10.1093/mnras/sty2169,"We present Bayesian Analysis of Galaxies for Physical Inference andParameter EStimation, or BAGPIPES, a new PYTHON tool that can be used torapidly generate complex model galaxy spectra and to fit these toarbitrary combinations of spectroscopic and photometric data using theMULTINEST nested sampling algorithm. We extensively test our ability torecover realistic star formation histories (SFHs) by fitting mockobservations of quiescent galaxies from the MUFASA simulation. We thenperform a detailed analysis of the SFHs of a sample of 9289 quiescentgalaxies from UltraVISTA with stellar masses, M* &gt;1010 M⊙ and redshifts 0.25 &lt;z &lt;3.75.The majority of our sample exhibit SFHs that rise gradually then quenchrelatively rapidly over 1-2 Gyr. This behaviour is consistent withrecent cosmological hydrodynamic simulations, where AGN-driven feedbackin the low-accretion (jet) mode is the dominant quenching mechanism. Atz &gt; 1, we also find a class of objects with SFHs that rise and fallvery rapidly, with quenching time-scales of 3 Gyr, which wespeculate to be the result of diminishing overall cosmic gas supply. Weconfirm the mass-accelerated evolution (downsizing) trend, and a trendtowards more rapid quenching at higher stellar masses. However, ourresults suggest that the latter is a natural consequence ofmass-accelerated evolution, rather than a change in quenching physicswith stellar mass. We find 61 ± 8 per cent of z &gt; 1.5massive-quenched galaxies undergo significant further evolution by z =0.5. BAGPIPES is available at bagpipes.readthedocs.io.",786,Monthly Notices of the Royal Astronomical Society,https://openalex.org/W2772961215,https://doi.org/10.1093/mnras/sty2169,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.15,0.797,0.2,1.0,0.4391
A calibration point for stellar evolution from massive star asteroseismology,Siemen Burssens; D. M. Bowman; Mathias Michielsen; S. Simón‐Díaz; C. Aerts; Vincent Vanlaer; G. Banyard; N. Nardetto; R. H. D. Townsend; G. Handler; Joey S. G. Mombarg; R. Vanderspek; G. Ricker,2023,10.1038/s41550-023-01978-y,,57,Nature Astronomy,https://openalex.org/W4381612653,https://doi.org/10.1038/s41550-023-01978-y,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.175,0.4853,0.7,0.8333,0.4389
The effect of stellar activity on the spectroscopic stellar parameters of the young solar twin HIP 36515,Jhon Yana Galarza; J. Meléndez; Diego Lorenzo-Oliveira; Adriana Válio; Henrique Reggiani; M. Carlos; Geisa Ponte; L. Spina; R. D. Haywood; D. Gandolfi,2019,10.1093/mnrasl/slz153,"ABSTRACT Spectroscopic equilibrium allows us to obtain precise stellar parameters in Sun-like stars. It relies on the assumption of the iron excitation and ionization equilibrium. However, several works suggest that magnetic activity may affect chemical abundances of young active stars, calling into question the validity of this widely used method. We have tested, for the first time, variations in stellar parameters and chemical abundances for the young solar twin HIP 36515 (∼0.4 Gyr), along its activity cycle. This star has stellar parameters very well established in the literature and we estimated its activity cycle in ∼6 yr. Using HARPS spectra with high resolving power (115 000) and signal-to-noise ratio (∼270), the stellar parameters of six different epochs in the cycle were estimated. We found that the stellar activity is strongly correlated with the effective temperature, metallicity, and microturbulence velocity. The possibility of changes in the Li i 6707.8 Å line due to flares and star-spots was also investigated. Although the core of the line profile shows some variations with the stellar cycle, it is compensated by changes in the effective temperature, resulting in a non-variation of the Li abundance.",54,Monthly Notices of the Royal Astronomical Society Letters,https://openalex.org/W2978367381,https://doi.org/10.1093/mnrasl/slz153,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.325,0.479,0.3,1.0,0.4337
Classification of Spectra of Emission Line Stars Using Machine Learning Techniques,Pavla Bromová; Petr Škoda; Jaroslav Vážný,2014,10.1007/s11633-014-0789-2,,47,International Journal of Automation and Computing,https://openalex.org/W2078829410,https://doi.org/10.1007/s11633-014-0789-2,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.525,0.4627,0.0,0.8333,0.4321
"The southern stellar stream spectroscopic survey (S5): Overview, target selection, data reduction, validation, and early science",Ting S. Li; S. E. Koposov; D. B. Zucker; Geraint F. Lewis; K. Kuehn; Jeffrey D. Simpson; Alexander P. Ji; Nora Shipp; Yao-Yuan Mao; Marla Geha; Andrew B. Pace; Dougal Mackey; S. Allam; D. L. Tucker; G. S. Da Costa; Denis Erkal; Joshua D. Simon; J. R. Mould; Sarah L. Martell; Zhen Wan; G M De Silva; K. Bechtol; E. Balbinot; Vasily Belokurov; Joss Bland‐Hawthorn; Andrew R. Casey; Lara R. Cullinane; A. Drlica-Wagner; Sanjib Sharma; A. K. Vivas; Risa H. Wechsler; B. Yanny,2019,10.1093/mnras/stz2731,"ABSTRACT We introduce the southern stellar stream spectroscopy survey (S5), an on-going program to map the kinematics and chemistry of stellar streams in the southern hemisphere. The initial focus of S5 has been spectroscopic observations of recently identified streams within the footprint of the dark energy survey (DES), with the eventual goal of surveying streams across the entire southern sky. Stellar streams are composed of material that has been tidally striped from dwarf galaxies and globular clusters and hence are excellent dynamical probes of the gravitational potential of the Milky Way, as well as providing a detailed snapshot of its accretion history. Observing with the 3.9 m Anglo-Australian Telescope’s 2-degree-Field fibre positioner and AAOmega spectrograph, and combining the precise photometry of DES DR1 with the superb proper motions from Gaia DR2, allows us to conduct an efficient spectroscopic survey to map these stellar streams. So far S5 has mapped nine DES streams and three streams outside of DES; the former are the first spectroscopic observations of these recently discovered streams. In addition to the stream survey, we use spare fibres to undertake a Milky Way halo survey and a low-redshift galaxy survey. This paper presents an overview of the S5 program, describing the scientific motivation for the survey, target selection, observation strategy, data reduction, and survey validation. Finally, we describe early science results on stellar streams and Milky Way halo stars drawn from the survey. Updates on S5, including future public data releases, can be found at http://s5collab.github.io.",119,Monthly Notices of the Royal Astronomical Society,https://openalex.org/W2963366664,https://doi.org/10.1093/mnras/stz2731,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.25,0.5722,0.3,1.0,0.4317
Planets and stellar activity: hide and seek in the CoRoT-7 system★,R. D. Haywood; A. Collier Cameron; D. Queloz; S. C. C. Barros; M. Deleuil; R. Farès; M. Gillon; A. F. Lanza; C. Lovis; C. Moutou; F. Pepe; D. Pollacco; A. Santerne; D. Ségransan; Y. C. Unruh,2014,10.1093/mnras/stu1320,"Since the discovery of the transiting super-Earth CoRoT-7b, several investigations have yielded different results for the number and masses of planets present in the system, mainly owing to the star's high level of activity. We re-observed CoRoT-7 in 2012 January with both HARPS and CoRoT, so that we now have the benefit of simultaneous radial-velocity and photometric data. This allows us to use the off-transit variations in the star's light curve to estimate the radial-velocity variations induced by the suppression of convective blueshift and the flux blocked by starspots. To account for activity-related effects in the radial velocities which do not have a photometric signature, we also include an additional activity term in the radial-velocity model, which we treat as a Gaussian process with the same covariance properties (and hence the same frequency structure) as the light curve. Our model was incorporated into a Monte Carlo Markov Chain in order to make a precise determination of the orbits of CoRoT-7b and CoRoT-7c. We measure the masses of planets b and c to be 4.73 ± 0.95 and 13.56 ± 1.08 M⊕, respectively. The density of CoRoT-7b is (6.61 ± 1.72)(Rp/1.58 R⊕)−3 g cm−3, which is compatible with a rocky composition. We search for evidence of an additional planet d, identified by previous authors with a period close to 9 d. We are not able to confirm the existence of a planet with this orbital period, which is close to the second harmonic of the stellar rotation at ∼7.9 d. Using Bayesian model selection, we find that a model with two planets plus activity-induced variations is most favoured.",520,Monthly Notices of the Royal Astronomical Society,https://openalex.org/W2088072491,https://doi.org/10.1093/mnras/stu1320,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.25,0.7477,0.0,1.0,0.4243
A Gaussian process framework for modelling stellar activity signals in radial velocity data,Vinesh Rajpaul; S. Aigrain; Michael A. Osborne; Steven Reece; Stephen Roberts,2015,10.1093/mnras/stv1428,"To date, the radial velocity (RV) method has been one of the most productive techniques for detecting and confirming extrasolar planetary candidates. Unfortunately, stellar activity can induce RV variations which can drown out or even mimic planetary signals – and it is notoriously difficult to model and thus mitigate the effects of these activity-induced nuisance signals. This is expected to be a major obstacle to using next-generation spectrographs to detect lower mass planets, planets with longer periods, and planets around more active stars. Enter Gaussian processes (GPs) which, we note, have a number of attractive features that make them very well suited to disentangling stellar activity signals from planetary signals. We present here a GP framework we developed to model RV time series jointly with ancillary activity indicators (e.g. bisector velocity spans, line widths, chromospheric activity indices), allowing the activity component of RV time series to be constrained and disentangled from e.g. planetary components. We discuss the mathematical details of our GP framework, and present results illustrating its encouraging performance on both synthetic and real RV data sets, including the publicly available Alpha Centauri B data set.",415,Monthly Notices of the Royal Astronomical Society,https://openalex.org/W1883251007,https://doi.org/10.1093/mnras/stv1428,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.25,0.7208,0.0,1.0,0.4162
Trident: A Universal Tool for Generating Synthetic Absorption Spectra from Astrophysical Simulations,Cameron Hummels; Britton Smith; Devin W. Silvia,2017,10.3847/1538-4357/aa7e2d,"Abstract Hydrodynamical simulations are increasingly able to accurately model physical systems on stellar, galactic, and cosmological scales; however, the utility of these simulations is often limited by our ability to directly compare them with the data sets produced by observers: spectra, photometry, etc. To address this problem, we have created trident , a Python-based open-source tool for post-processing hydrodynamical simulations to produce synthetic absorption spectra and related data. trident can (i) create absorption-line spectra for any trajectory through a simulated data set mimicking both background quasar and down-the-barrel configurations; (ii) reproduce the spectral characteristics of common instruments like the Cosmic Origins Spectrograph; (iii) operate across the ultraviolet, optical, and infrared using customizable absorption-line lists; (iv) trace simulated physical structures directly to spectral features; (v) approximate the presence of ion species absent from the simulation outputs; (vi) generate column density maps for any ion; and (vii) provide support for all major astrophysical hydrodynamical codes. trident was originally developed to aid in the interpretation of observations of the circumgalactic medium and intergalactic medium, but it remains a general tool applicable in other contexts.",95,The Astrophysical Journal,https://openalex.org/W2561654597,https://doi.org/10.3847/1538-4357/aa7e2d,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.325,0.5455,0.1,1.0,0.4137
The GALAH Survey: second data release,Sven Buder; M. Asplund; Ly Duong; Janez Kos; K. Lind; Melissa Ness; Sanjib Sharma; Joss Bland‐Hawthorn; Andrew R. Casey; Gayandhi M De Silva; V. D’Orazi; K. C. Freeman; Geraint F. Lewis; Jane Lin; Sarah L. Martell; Katharine J. Schlesinger; Jeffrey D. Simpson; D. B. Zucker; T. Zwitter; A. M. Amarsi; Borja Anguiano; D. Carollo; L. Casagrande; Klemen Čotar; P. L. Cottrell; Gary Da Costa; Xudong Gao; Michael Hayden; Jonathan Horner; Michael Ireland; Prajwal R. Kafle; U. Munari; David M. Nataf; Thomas Nordlander; Dennis Stello; Yuan-Sen Ting; G. Traven; Fred Watson; Robert A. Wittenmyer; Rosemary F. Ġ. Wyse; David Yong; Joel Zinn; M. Žerjal,2018,10.1093/mnras/sty1281,"The Galactic Archaeology with HERMES (GALAH) survey is a large-scale stellar spectroscopic survey of the MilkyWay, designed to deliver complementary chemical information to a large number of stars covered by the Gaia mission. We present the GALAH second public data release (GALAH DR2) containing 342 682 stars. For these stars, the GALAH collaboration provides stellar parameters and abundances for up to 23 elements to the community. Here we present the target selection, observation, data reduction, and detailed explanation of how the spectra were analysed to estimate stellar parameters and element abundances. For the stellar analysis, we have used a multistep approach. We use the physics-driven spectrum synthesis of Spectroscopy Made Easy (SME) to derive stellar labels (Teff, logg, [Fe/H], [X/Fe], vmic, vsin i, AKS) for a representative training set of stars. This information is then propagated to the whole sample with the data-driven method of The Cannon. Special care has been exercised in the spectral synthesis to only consider spectral lines that have reliable atomic input data and are little affected by blending lines. Departures from local thermodynamic equilibrium (LTE) are considered for several key elements, including Li, O, Na, Mg, Al, Si, and Fe, using 1D MARCS stellar atmosphere models. Validation tests including repeat observations, Gaia benchmark stars, open and globular clusters, and K2 asteroseismic targets lend confidence to our methods and results. Combining the GALAH DR2 catalogue with the kinematic information from Gaia will enable a wide range of Galactic Archaeology studies, with unprecedented detail, dimensionality, and scope.",369,Monthly Notices of the Royal Astronomical Society,https://openalex.org/W2798158223,https://doi.org/10.1093/mnras/sty1281,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.15,0.7068,0.2,1.0,0.412
The RAVE-on Catalog of Stellar Atmospheric Parameters and Chemical Abundances for Chemo-dynamic Studies in the Gaia Era,Andrew R. Casey; Keith Hawkins; David W. Hogg; Melissa Ness; Hans‐Walter Rix; G. Kordopatis; Andrea Kunder; Matthias Steinmetz; S. E. Koposov; H. Enke; Jason L. Sanders; Gerry Gilmore; T. Zwitter; K. C. Freeman; L. Casagrande; G. Matijevič; G. M. Seabroke; O. Bienaymé; Joss Bland‐Hawthorn; B. K. Gibson; E. K. Grebel; A. Helmi; U. Munari; Julio F. Navarro; Warren Reid; A. Siebert; Rosemary F. Ġ. Wyse,2017,10.3847/1538-4357/aa69c2,"Abstract The orbits, atmospheric parameters, chemical abundances, and ages of individual stars in the Milky Way provide the most comprehensive illustration of galaxy formation available. The Tycho- Gaia Astrometric Solution (TGAS) will deliver astrometric parameters for the largest ever sample of Milky Way stars, though its full potential cannot be realized without the addition of complementary spectroscopy. Among existing spectroscopic surveys, the RAdial Velocity Experiment (RAVE) has the largest overlap with TGAS (≳200,000 stars). We present a data-driven re-analysis of 520,781 RAVE spectra using The Cannon . For red giants, we build our model using high-fidelity APOGEE stellar parameters and abundances for stars that overlap with RAVE. For main sequence and sub-giant stars, our model uses stellar parameters from the K2/EPIC . We derive and validate effective temperature T eff , surface gravity log g , and chemical abundances of up to seven elements (O, Mg, Al, Si, Ca, Fe, and Ni). We report a total of 1,685,851 elemental abundances with a typical precision of 0.07 dex, a substantial improvement over previous RAVE data releases. The synthesis of RAVE-on and TGAS is the most powerful data set for chemo-dynamic analyses of the Milky Way ever produced.",78,The Astrophysical Journal,https://openalex.org/W2531334071,https://doi.org/10.3847/1538-4357/aa69c2,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.325,0.5222,0.1,1.0,0.4067
Deep learning classification in asteroseismology,Marc Hon; Dennis Stello; Jie Yu,2017,10.1093/mnras/stx1174,"In the power spectra of oscillating red giants, there are visually distinct features defining stars ascending the red giant branch from those that have commenced helium core burning. We train a 1D convolutional neural network by supervised learning to automatically learn these visual features from images of folded oscillation spectra. By training and testing on Kepler red giants, we achieve an accuracy of up to 99 per cent in separating helium-burning red giants from those ascending the red giant branch. The convolutional neural network additionally shows capability in accurately predicting the evolutionary states of 5379 previously unclassified Kepler red giants, by which we now have greatly increased the number of classified stars.",78,Monthly Notices of the Royal Astronomical Society,https://openalex.org/W2616663780,https://doi.org/10.1093/mnras/stx1174,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.325,0.5222,0.1,1.0,0.4067
Dissecting stellar chemical abundance space with t-SNE,F. Anders; C. Chiappini; B. X. Santiago; G. Matijevič; A. B. Queiroz; M. Steinmetz; G. Guiglion,2018,10.1051/0004-6361/201833099,"In the era of large-scale Galactic astronomy and multi-object spectroscopic stellar surveys, the sample sizes and the number of available stellar chemical abundances have reached dimensions in which it has become difficult to process all the available information in an effective manner. In this paper we demonstrate the use of a dimensionality-reduction technique (t-distributed stochastic neighbour embedding; t-SNE) for analysing the stellar abundance-space distribution. While the non-parametric non-linear behaviour of this technique makes it difficult to estimate the significance of any abundance-space substructure found, we show that our results depend little on parameter choices and are robust to abundance errors. By reanalysing the high-resolution high-signal-to-noise solar-neighbourhood HARPS-GTO sample with t-SNE, we find clearer chemical separations of the high- and low-[ α /Fe] disc sequences, hints for multiple populations in the high-[ α /Fe] population, and indications that the chemical evolution of the high-[ α /Fe] metal-rich stars is connected with the super-metal-rich stars. We also identify a number of chemically peculiar stars, among them a high-confidence s -process-enhanced abundance-ratio pair (HD 91345/HD 126681) with very similar ages and v X and v Y velocities, which we suggest have a common birth origin, possibly a dwarf galaxy. Our results demonstrate the potential of abundance-space t-SNE and similar methods for chemical-tagging studies with large spectroscopic surveys.",89,Astronomy and Astrophysics,https://openalex.org/W2795071146,https://doi.org/10.1051/0004-6361/201833099,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.25,0.5378,0.2,1.0,0.4013
Spectrum radial velocity analyser (SERVAL),M. Zechmeister; A. Reiners; P. J. Amado; M. Azzaro; F. F. Bauer; V. J. S. Béjar; J. A. Caballero; E. W. Guenther; H.-J. Hagen; S. V. Jeffers; A. Kaminski; M. Kürster; R. Launhardt; D. Montes; J. C. Morales; A. Quirrenbach; S. Reffert; I. Ribas; W. Seifert; L. Tal-Or; V. Wolthoff,2017,10.1051/0004-6361/201731483,"Context. The CARMENES survey is a high-precision radial velocity (RV) programme that aims to detect Earth-like planets orbiting low-mass stars. Aims. We develop least-squares fitting algorithms to derive the RVs and additional spectral diagnostics implemented in the SpEctrum Radial Velocity AnaLyser (SERVAL), a publicly available python code. Methods. We measured the RVs using high signal-to-noise templates created by coadding all available spectra of each star. We define the chromatic index as the RV gradient as a function of wavelength with the RVs measured in the echelle orders. Additionally, we computed the differential line width by correlating the fit residuals with the second derivative of the template to track variations in the stellar line width. Results. Using HARPS data, our SERVAL code achieves a RV precision at the level of 1 m/s. Applying the chromatic index to CARMENES data of the active star YZ CMi, we identify apparent RV variations induced by stellar activity. The differential line width is found to be an alternative indicator to the commonly used full width half maximum. Conclusions. We find that at the red optical wavelengths (700–900 nm) obtained by the visual channel of CARMENES, the chromatic index is an excellent tool to investigate stellar active regions and to identify and perhaps even correct for activity-induced RV variations.",463,Astronomy and Astrophysics,https://openalex.org/W4293311441,https://doi.org/10.1051/0004-6361/201731483,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.15,0.7339,0.1,1.0,0.4002
Statistical Modeling: The Two Cultures (with comments and a rejoinder by the author),Leo Breiman,2001,10.1214/ss/1009213726,"There are two cultures in the use of statistical modeling to reach conclusions from data. One assumes that the data are generated by a given stochastic data model. The other uses algorithmic models and treats the data mechanism as unknown. The statistical community has been committed to the almost exclusive use of data models. This commitment has led to irrelevant theory, questionable conclusions, and has kept statisticians from working on a large range of interesting current problems. Algorithmic modeling, both in theory and practice, has developed rapidly in fields outside statistics. It can be used both on large complex data sets and as a more accurate and informative alternative to data modeling on smaller data sets. If our goal as a field is to use data to solve problems, then we need to move away from exclusive dependence on data models and adopt a more diverse set of tools.",4300,Statistical Science,https://openalex.org/W2084341220,https://doi.org/10.1214/ss/1009213726,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.0,1.0,0.0,1.0,0.4
Dissecting stellar chemical abundance space with t-SNE,F. Anders; C. Chiappini; B. X. Santiago; G. Matijevič; A. B. A. Queiroz; Matthias Steinmetz; G. Guiglion,2018,10.1051/0004-6361/201833099/pdf,"In the era of large-scale Galactic astronomy and multi-object spectroscopic stellar surveys, the sample sizes and the number of available stellar chemical abundances have reached dimensions in which it has become difficult to process all the available information in an effective manner. In this paper we demonstrate the use of a dimensionality-reduction technique (t-distributed stochastic neighbour embedding; t-SNE) for analysing the stellar abundance-space distribution. While the non-parametric non-linear behaviour of this technique makes it difficult to estimate the significance of any abundance-space substructure found, we show that our results depend little on parameter choices and are robust to abundance errors. By reanalysing the high-resolution high-signal-to-noise solar-neighbourhood HARPS-GTO sample with t-SNE, we find clearer chemical separations of the high- and low-[α/Fe] disc sequences, hints for multiple populations in the high-[α/Fe] population, and indications that the chemical evolution of the high-[α/Fe] metal-rich stars is connected with the super-metal-rich stars. We also identify a number of chemically peculiar stars, among them a high-confidence s-process-enhanced abundance-ratio pair (HD 91345/HD 126681) with very similar ages and v X and v Y velocities, which we suggest have a common birth origin, possibly a dwarf galaxy. Our results demonstrate the potential of abundance-space t-SNE and similar methods for chemical-tagging studies with large spectroscopic surveys.",72,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),https://openalex.org/W3106471209,http://hdl.handle.net/10183/204135,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.25,0.5128,0.2,1.0,0.3938
A box full of chocolates: The rich structure of the nearby stellar halo revealed by<i>Gaia</i>and RAVE,Amina Helmi; Jovan Veljanoski; Maarten A. Breddels; Hao Tian; Laura V. Sales,2017,10.1051/0004-6361/201629990,"Context. The hierarchical structure formation model predicts that stellar halos should form, at least partly, via mergers. If this was a predominant formation channel for the Milky Way's halo, imprints of this merger history in the form of moving groups or streams should also exist in the vicinity of the Sun. Aims. We study the kinematics of halo stars in the Solar neighbourhood using the very recent first data release from the Gaia mission, and in particular the TGAS dataset, in combination with data from the RAVE survey. Our aim is to determine the amount of substructure present in the phase-space distribution of halo stars that could be linked to merger debris. Methods. To characterise kinematic substructure, we measured the velocity correlation function in our sample of halo (lowmetallicity) stars. We also studied the distribution of these stars in the space of energy and two components of the angular momentum, in what we call ""integrals of motion"" space. Results. The velocity correlation function reveals substructure in the form of an excess of pairs of stars with similar velocities, well above that expected for a smooth distribution. Comparison to cosmological simulations of the formation of stellar halos indicates that the levels found are consistent with the Galactic halo having been built solely via accretion. Similarly, the distribution of stars in the space of integrals of motion is highly complex. A strikingly high fraction (from 58% up to more than 73%) of the stars that are somewhat less bound than the Sun are on (highly) retrograde orbits. A simple comparison to Milky Way-mass galaxies in cosmological hydrodynamical simulations suggests that less than 1% have such prominently retrograde outer halos. We also identify several other statistically significant structures in integrals of motion space that could potentially be related to merger events.",120,Astronomy and Astrophysics,https://openalex.org/W2547357827,https://doi.org/10.1051/0004-6361/201629990,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.25,0.5732,0.1,1.0,0.392
Machine-learning identification of galaxies in the WISE × SuperCOSMOS all-sky catalogue,T. Krakowski; K. Małek; M. Bilicki; A. Pollo; A. Kurcz; M. Krupa,2016,10.1051/0004-6361/201629165,"Context. The two currently largest all-sky photometric datasets, WISE and SuperCOSMOS, have been recently cross-matched to construct a novel photometric redshift catalogue on 70% of the sky. Galaxies were separated from stars and quasars through colour cuts, which may leave imperfections because different source types may overlap in colour space.",46,Astronomy and Astrophysics,https://openalex.org/W2460384590,https://doi.org/10.1051/0004-6361/201629165,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.35,0.4602,0.0,1.0,0.3781
